Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|319996655|gn|ENO1:2023| c-myc promoter-binding protein-1 isoform MBP-1 [Homo sapiens]	3	0.0006014	0.6211838
MEPCE	gi|319996655|gn|ENO1:2023| c-myc promoter-binding protein-1 isoform MBP-1 [Homo sapiens]	3	0.0002815	0.6399771
EIF4A2	gi|320461711|gn|PRDX1:5052| peroxiredoxin-1 [Homo sapiens]	3	0.0000189	0.7006048
MEPCE	gi|320461711|gn|PRDX1:5052| peroxiredoxin-1 [Homo sapiens]	3	0.0000171	0.7015741
EIF4A2	gi|321117522|gn|C10orf137:26098| erythroid differentiation-related factor 1 isoform 1 [Homo sapiens]	3	0.9803271	0.0008993
MEPCE	gi|321117522|gn|C10orf137:26098| erythroid differentiation-related factor 1 isoform 1 [Homo sapiens]	3	0.0634148	0.4130478
EIF4A2	gi|321267511|gn|NIPSNAP1:8508| protein NipSnap homolog 1 isoform 2 [Homo sapiens]	3	0.0000004	0.7306062
MEPCE	gi|321267511|gn|NIPSNAP1:8508| protein NipSnap homolog 1 isoform 2 [Homo sapiens]	3	0.0000151	0.7037663
EIF4A2	gi|32171175|gn|BUD31:8896| protein BUD31 homolog [Homo sapiens]	3	0.0003672	0.6330204
MEPCE	gi|32171175|gn|BUD31:8896| protein BUD31 homolog [Homo sapiens]	3	0.0000563	0.6786895
EIF4A2	gi|32189392|gn|PRDX2:7001| peroxiredoxin-2 isoform a [Homo sapiens]	3	0.0002592	0.6421719
MEPCE	gi|32189392|gn|PRDX2:7001| peroxiredoxin-2 isoform a [Homo sapiens]	3	0.0000033	0.7193571
EIF4A2	gi|32189394|gn|ATP5B:506| ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]	3	0.0000131	0.7060604
MEPCE	gi|32189394|gn|ATP5B:506| ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]	3	0.0547943	0.4254226
EIF4A2	gi|322303127|gn|RPS10:6204| 40S ribosomal protein S10 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|322303127|gn|RPS10:6204| 40S ribosomal protein S10 [Homo sapiens]	3	0.9999999	0.0000000
EIF4A2	gi|322506112|gn|MTA1:9112| metastasis-associated protein MTA1 isoform MTA1s [Homo sapiens]	3	0.0571140	0.4211845
MEPCE	gi|322506112|gn|MTA1:9112| metastasis-associated protein MTA1 isoform MTA1s [Homo sapiens]	3	0.0269420	0.4684192
EIF4A2	gi|32307144|gn|PLOD1:5351| procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor [Homo sapiens]	3	0.0017240	0.5940854
MEPCE	gi|32307144|gn|PLOD1:5351| procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor [Homo sapiens]	3	0.0005054	0.6251400
EIF4A2	gi|32307150|gn|OGT:8473| UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform 2 [Homo sapiens]	3	0.0019022	0.5894555
MEPCE	gi|32307150|gn|OGT:8473| UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform 2 [Homo sapiens]	3	0.0027496	0.5757585
EIF4A2	gi|324711015|gn|PRPS1:5631| ribose-phosphate pyrophosphokinase 1 isoform 2 [Homo sapiens]	3	0.0023772	0.5809640
MEPCE	gi|324711015|gn|PRPS1:5631| ribose-phosphate pyrophosphokinase 1 isoform 2 [Homo sapiens]	3	0.0217066	0.4807251
EIF4A2	gi|32490572|gn|EPB41L3:23136| band 4	3	0.0000616	0.6767582
MEPCE	gi|32490572|gn|EPB41L3:23136| band 4	3	0.0000020	0.7230909
EIF4A2	gi|325053652|gn|PSMC2:5701| 26S protease regulatory subunit 7 isoform 2 [Homo sapiens]	3	0.0000099	0.7093704
MEPCE	gi|325053652|gn|PSMC2:5701| 26S protease regulatory subunit 7 isoform 2 [Homo sapiens]	3	0.0000035	0.7189904
EIF4A2	gi|325120984|gn|RBM10:8241| RNA-binding protein 10 isoform 4 [Homo sapiens]	3	0.0001036	0.6650130
MEPCE	gi|325120984|gn|RBM10:8241| RNA-binding protein 10 isoform 4 [Homo sapiens]	3	0.6812836	0.0408949
EIF4A2	gi|325120986|gn|RBM10:8241| RNA-binding protein 10 isoform 5 [Homo sapiens]	3	0.1130111	0.3643982
MEPCE	gi|325120986|gn|RBM10:8241| RNA-binding protein 10 isoform 5 [Homo sapiens]	3	0.5108602	0.1250126
EIF4A2	gi|325197164|gn|EIF4A1:1973| eukaryotic initiation factor 4A-I isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|325197164|gn|EIF4A1:1973| eukaryotic initiation factor 4A-I isoform 2 [Homo sapiens]	3	0.0061519	0.5401028
EIF4A2	gi|325652043|gn|TCEB1:6921| transcription elongation factor B polypeptide 1 isoform a [Homo sapiens]	3	0.0056951	0.5455446
MEPCE	gi|325652043|gn|TCEB1:6921| transcription elongation factor B polypeptide 1 isoform a [Homo sapiens]	3	0.2140675	0.2916065
EIF4A2	gi|32698730|gn|NUFIP2:57532| nuclear fragile X mental retardation-interacting protein 2 [Homo sapiens]	3	0.8974701	0.0052652
MEPCE	gi|32698730|gn|NUFIP2:57532| nuclear fragile X mental retardation-interacting protein 2 [Homo sapiens]	3	0.0272215	0.4675819
EIF4A2	gi|32698866|gn|SPC24:147841| kinetochore protein Spc24 [Homo sapiens]	3	0.0016102	0.5966136
MEPCE	gi|32698866|gn|SPC24:147841| kinetochore protein Spc24 [Homo sapiens]	3	0.0065357	0.5378253
EIF4A2	gi|330864679|gn|CAPZB:832| F-actin-capping protein subunit beta isoform 2 [Homo sapiens]	3	0.0007501	0.6150920
MEPCE	gi|330864679|gn|CAPZB:832| F-actin-capping protein subunit beta isoform 2 [Homo sapiens]	3	0.0039383	0.5623291
EIF4A2	gi|33188454|gn|PRDX2:7001| peroxiredoxin-2 isoform c [Homo sapiens]	3	0.0001688	0.6527579
MEPCE	gi|33188454|gn|PRDX2:7001| peroxiredoxin-2 isoform c [Homo sapiens]	3	0.0000026	0.7208143
EIF4A2	gi|332205939|gn|RAB11A:8766| ras-related protein Rab-11A isoform 2 [Homo sapiens]	3	0.0015826	0.5978661
MEPCE	gi|332205939|gn|RAB11A:8766| ras-related protein Rab-11A isoform 2 [Homo sapiens]	3	0.3334985	0.2281070
EIF4A2	gi|332634711|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 4 [Homo sapiens]	3	0.1954452	0.3047462
MEPCE	gi|332634711|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 4 [Homo sapiens]	3	0.0160653	0.4944890
EIF4A2	gi|332801071|gn|PPP2R2C:5522| protein phosphatase 2, regulatory subunit B, gamma isoform c [Homo sapiens]	3	0.0025430	0.5796062
MEPCE	gi|332801071|gn|PPP2R2C:5522| protein phosphatase 2, regulatory subunit B, gamma isoform c [Homo sapiens]	3	0.0083145	0.5237014
EIF4A2	gi|332801090|gn|HNRPDL:9987| heterogeneous nuclear ribonucleoprotein D-like isoform b [Homo sapiens]	3	0.9997523	0.0000102
MEPCE	gi|332801090|gn|HNRPDL:9987| heterogeneous nuclear ribonucleoprotein D-like isoform b [Homo sapiens]	3	0.0185536	0.4894485
EIF4A2	gi|33286418|gn|PKM2:5315| pyruvate kinase isozymes M1/M2 isoform a [Homo sapiens]	3	0.0035551	0.5655457
MEPCE	gi|33286418|gn|PKM2:5315| pyruvate kinase isozymes M1/M2 isoform a [Homo sapiens]	3	0.0000442	0.6849641
EIF4A2	gi|333440451|gn|CLASP2:23122| CLIP-associating protein 2 isoform 2 [Homo sapiens]	3	0.0003567	0.6336450
MEPCE	gi|333440451|gn|CLASP2:23122| CLIP-associating protein 2 isoform 2 [Homo sapiens]	3	0.0000739	0.6736523
EIF4A2	gi|33350932|gn|DYNC1H1:1778| cytoplasmic dynein 1 heavy chain 1 [Homo sapiens]	3	0.0000294	0.6936393
MEPCE	gi|33350932|gn|DYNC1H1:1778| cytoplasmic dynein 1 heavy chain 1 [Homo sapiens]	3	0.0000777	0.6723266
EIF4A2	gi|33356174|gn|PNN:5411| pinin [Homo sapiens]	3	0.2292013	0.2823380
MEPCE	gi|33356174|gn|PNN:5411| pinin [Homo sapiens]	3	0.1147611	0.3617462
EIF4A2	gi|33356547|gn|MCM2:4171| DNA replication licensing factor MCM2 [Homo sapiens]	3	0.0003439	0.6342674
MEPCE	gi|33356547|gn|MCM2:4171| DNA replication licensing factor MCM2 [Homo sapiens]	3	0.0000946	0.6676010
EIF4A2	gi|33386693|gn|PAIP1:10605| polyadenylate-binding protein-interacting protein 1 isoform 2 [Homo sapiens]	3	0.9771162	0.0010826
MEPCE	gi|33386693|gn|PAIP1:10605| polyadenylate-binding protein-interacting protein 1 isoform 2 [Homo sapiens]	3	0.1624282	0.3233976
EIF4A2	gi|334191701|gn|PFKP:5214| 6-phosphofructokinase type C isoform 2 [Homo sapiens]	3	0.0000111	0.7084512
MEPCE	gi|334191701|gn|PFKP:5214| 6-phosphofructokinase type C isoform 2 [Homo sapiens]	3	0.0002646	0.6415760
EIF4A2	gi|334688844|gn|GFAP:2670| glial fibrillary acidic protein isoform 3 [Homo sapiens]	3	0.9982996	0.0000837
MEPCE	gi|334688844|gn|GFAP:2670| glial fibrillary acidic protein isoform 3 [Homo sapiens]	3	0.0119269	0.5098472
EIF4A2	gi|33469919|gn|MCM4:4173| DNA replication licensing factor MCM4 [Homo sapiens]	3	0.0001164	0.6623844
MEPCE	gi|33469919|gn|MCM4:4173| DNA replication licensing factor MCM4 [Homo sapiens]	3	0.0000149	0.7041737
EIF4A2	gi|33469968|gn|MCM7:4176| DNA replication licensing factor MCM7 isoform 1 [Homo sapiens]	3	0.0009334	0.6116235
MEPCE	gi|33469968|gn|MCM7:4176| DNA replication licensing factor MCM7 isoform 1 [Homo sapiens]	3	0.0002637	0.6417749
EIF4A2	gi|334724463|gn|TWF1:5756| twinfilin-1 isoform 2 [Homo sapiens]	3	0.0455881	0.4387816
MEPCE	gi|334724463|gn|TWF1:5756| twinfilin-1 isoform 2 [Homo sapiens]	3	0.0035118	0.5672809
EIF4A2	gi|33589861|gn|RAB31:11031| ras-related protein Rab-31 [Homo sapiens]	3	0.0019825	0.5878890
MEPCE	gi|33589861|gn|RAB31:11031| ras-related protein Rab-31 [Homo sapiens]	3	0.0027102	0.5763124
EIF4A2	gi|336176064|gn|RBM39:9584| RNA-binding protein 39 isoform c [Homo sapiens]	3	0.0001249	0.6609656
MEPCE	gi|336176064|gn|RBM39:9584| RNA-binding protein 39 isoform c [Homo sapiens]	3	0.0001248	0.6611436
EIF4A2	gi|33636719|gn|TIMM44:10469| mitochondrial import inner membrane translocase subunit TIM44 [Homo sapiens]	3	0.1013627	0.3758998
MEPCE	gi|33636719|gn|TIMM44:10469| mitochondrial import inner membrane translocase subunit TIM44 [Homo sapiens]	3	0.0019975	0.5873642
EIF4A2	gi|337756507|gn|MTHFD1L:25902| monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform 3 [Homo sapiens]	3	0.0000300	0.6932024
MEPCE	gi|337756507|gn|MTHFD1L:25902| monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform 3 [Homo sapiens]	3	0.0026566	0.5776909
EIF4A2	gi|338753429|gn|NUP93:9688| nuclear pore complex protein Nup93 isoform 2 [Homo sapiens]	3	0.0000005	0.7297033
MEPCE	gi|338753429|gn|NUP93:9688| nuclear pore complex protein Nup93 isoform 2 [Homo sapiens]	3	0.0000002	0.7320605
EIF4A2	gi|338797808|gn|FDPS:2224| farnesyl pyrophosphate synthase isoform b [Homo sapiens]	3	0.5534786	0.1154826
MEPCE	gi|338797808|gn|FDPS:2224| farnesyl pyrophosphate synthase isoform b [Homo sapiens]	3	0.3906390	0.1667232
EIF4A2	gi|338858017|gn|LOC100293534:100293534| complement C4-B-like preproprotein [Homo sapiens]	3	0.0007744	0.6146330
MEPCE	gi|338858017|gn|LOC100293534:100293534| complement C4-B-like preproprotein [Homo sapiens]	3	0.0000535	0.6798055
EIF4A2	gi|338968932|gn|CSDE1:7812| cold shock domain-containing protein E1 isoform 1 [Homo sapiens]	3	0.9899658	0.0003607
MEPCE	gi|338968932|gn|CSDE1:7812| cold shock domain-containing protein E1 isoform 1 [Homo sapiens]	3	0.6239043	0.0925500
EIF4A2	gi|339275831|gn|EIF3L:51386| eukaryotic translation initiation factor 3 subunit L isoform 2 [Homo sapiens]	3	0.9999880	0.0000004
MEPCE	gi|339275831|gn|EIF3L:51386| eukaryotic translation initiation factor 3 subunit L isoform 2 [Homo sapiens]	3	0.0891937	0.3851779
EIF4A2	gi|339275993|gn|ASCC2:84164| activating signal cointegrator 1 complex subunit 2 isoform 2 [Homo sapiens]	3	0.3875392	0.1687561
MEPCE	gi|339275993|gn|ASCC2:84164| activating signal cointegrator 1 complex subunit 2 isoform 2 [Homo sapiens]	3	0.0642812	0.4111105
EIF4A2	gi|339409190|gn|SNX1:6642| sorting nexin-1 isoform d [Homo sapiens]	3	0.4399087	0.1470606
MEPCE	gi|339409190|gn|SNX1:6642| sorting nexin-1 isoform d [Homo sapiens]	3	0.0571297	0.4207102
EIF4A2	gi|33946297|gn|ZNF326:284695| DBIRD complex subunit ZNF326 isoform 1 [Homo sapiens]	3	0.6667190	0.0649734
MEPCE	gi|33946297|gn|ZNF326:284695| DBIRD complex subunit ZNF326 isoform 1 [Homo sapiens]	3	0.9959482	0.0002060
EIF4A2	gi|33946327|gn|NUP214:8021| nuclear pore complex protein Nup214 [Homo sapiens]	3	0.1969251	0.3036098
MEPCE	gi|33946327|gn|NUP214:8021| nuclear pore complex protein Nup214 [Homo sapiens]	3	0.1040416	0.3738270
EIF4A2	gi|339639597|gn|SEPT7:989| septin-7 isoform 3 [Homo sapiens]	3	0.0000496	0.6823276
MEPCE	gi|339639597|gn|SEPT7:989| septin-7 isoform 3 [Homo sapiens]	3	0.3261562	0.2396145
EIF4A2	gi|34098946|gn|YBX1:4904| nuclease-sensitive element-binding protein 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|34098946|gn|YBX1:4904| nuclease-sensitive element-binding protein 1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|34147513|gn|RAB7A:7879| ras-related protein Rab-7a [Homo sapiens]	3	0.0132159	0.5028337
MEPCE	gi|34147513|gn|RAB7A:7879| ras-related protein Rab-7a [Homo sapiens]	3	0.0000528	0.6802815
EIF4A2	gi|34147630|gn|TUFM:7284| elongation factor Tu, mitochondrial precursor [Homo sapiens]	3	0.0010670	0.6088046
MEPCE	gi|34147630|gn|TUFM:7284| elongation factor Tu, mitochondrial precursor [Homo sapiens]	3	0.0000084	0.7118366
EIF4A2	gi|34147637|gn|COPS6:10980| COP9 signalosome complex subunit 6 [Homo sapiens]	3	0.0000316	0.6914419
MEPCE	gi|34147637|gn|COPS6:10980| COP9 signalosome complex subunit 6 [Homo sapiens]	3	0.0482049	0.4342241
EIF4A2	gi|341604768|gn|RPL13:6137| 60S ribosomal protein L13 isoform 2 [Homo sapiens]	3	0.3259983	0.2401807
MEPCE	gi|341604768|gn|RPL13:6137| 60S ribosomal protein L13 isoform 2 [Homo sapiens]	3	0.9972727	0.0001280
EIF4A2	gi|341604770|gn|RPL13:6137| 60S ribosomal protein L13 isoform 3 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|341604770|gn|RPL13:6137| 60S ribosomal protein L13 isoform 3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|342187211|gn|ALDOA:226| fructose-bisphosphate aldolase A isoform 2 [Homo sapiens]	3	0.6677730	0.0598364
MEPCE	gi|342187211|gn|ALDOA:226| fructose-bisphosphate aldolase A isoform 2 [Homo sapiens]	3	0.0002669	0.6411776
EIF4A2	gi|342349354|gn|RANBP6:26953| ran-binding protein 6 isoform 2 [Homo sapiens]	3	0.2374387	0.2800223
MEPCE	gi|342349354|gn|RANBP6:26953| ran-binding protein 6 isoform 2 [Homo sapiens]	3	0.0310226	0.4603821
EIF4A2	gi|342672030|gn|PRSS3:5646| trypsin-3 isoform 3 preproprotein [Homo sapiens]	3	0.0016120	0.5961105
MEPCE	gi|342672030|gn|PRSS3:5646| trypsin-3 isoform 3 preproprotein [Homo sapiens]	3	0.0005723	0.6227321
EIF4A2	gi|343887347|gn|CD2BP2:10421| CD2 antigen cytoplasmic tail-binding protein 2 [Homo sapiens]	3	0.0000209	0.6987878
MEPCE	gi|343887347|gn|CD2BP2:10421| CD2 antigen cytoplasmic tail-binding protein 2 [Homo sapiens]	3	0.0294059	0.4633646
EIF4A2	gi|344217752|gn|API5:8539| apoptosis inhibitor 5 isoform d [Homo sapiens]	3	0.4959862	0.1281304
MEPCE	gi|344217752|gn|API5:8539| apoptosis inhibitor 5 isoform d [Homo sapiens]	3	0.6006226	0.1038371
EIF4A2	gi|34485722|gn|KPNA3:3839| importin subunit alpha-3 [Homo sapiens]	3	0.1347289	0.3450341
MEPCE	gi|34485722|gn|KPNA3:3839| importin subunit alpha-3 [Homo sapiens]	3	0.7183494	0.0279660
EIF4A2	gi|345197228|gn|TRA2B:6434| transformer-2 protein homolog beta isoform 2 [Homo sapiens]	3	0.8936188	0.0060695
MEPCE	gi|345197228|gn|TRA2B:6434| transformer-2 protein homolog beta isoform 2 [Homo sapiens]	3	0.0859816	0.3887453
EIF4A2	gi|345199283|gn|HDLBP:3069| vigilin isoform b [Homo sapiens]	3	0.0058863	0.5439571
MEPCE	gi|345199283|gn|HDLBP:3069| vigilin isoform b [Homo sapiens]	3	0.1408419	0.3406616
EIF4A2	gi|345441817|gn|KIF2A:3796| kinesin-like protein KIF2A isoform 3 [Homo sapiens]	3	0.1611840	0.3239601
MEPCE	gi|345441817|gn|KIF2A:3796| kinesin-like protein KIF2A isoform 3 [Homo sapiens]	3	0.2022684	0.3007714
EIF4A2	gi|345478663|gn|PRPSAP2:5636| phosphoribosyl pyrophosphate synthase-associated protein 2 isoform 4 [Homo sapiens]	3	0.0000627	0.6761092
MEPCE	gi|345478663|gn|PRPSAP2:5636| phosphoribosyl pyrophosphate synthase-associated protein 2 isoform 4 [Homo sapiens]	3	0.1604615	0.3250848
EIF4A2	gi|345478668|gn|PRPSAP2:5636| phosphoribosyl pyrophosphate synthase-associated protein 2 isoform 3 [Homo sapiens]	3	0.0000236	0.6969487
MEPCE	gi|345478668|gn|PRPSAP2:5636| phosphoribosyl pyrophosphate synthase-associated protein 2 isoform 3 [Homo sapiens]	3	0.0704388	0.4027778
EIF4A2	gi|34577063|gn|ADSS:159| adenylosuccinate synthetase isozyme 2 [Homo sapiens]	3	0.0120549	0.5087522
MEPCE	gi|34577063|gn|ADSS:159| adenylosuccinate synthetase isozyme 2 [Homo sapiens]	3	0.0054405	0.5490001
EIF4A2	gi|346644849|gn|APEX1:328| DNA-(apurinic or apyrimidinic site) lyase [Homo sapiens]	3	0.0000037	0.7183771
MEPCE	gi|346644849|gn|APEX1:328| DNA-(apurinic or apyrimidinic site) lyase [Homo sapiens]	3	0.3309442	0.2344888
EIF4A2	gi|34740329|gn|HNRNPA3:220988| heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|34740329|gn|HNRNPA3:220988| heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|347800662|gn|RAD23B:5887| UV excision repair protein RAD23 homolog B isoform 2 [Homo sapiens]	3	0.0349902	0.4525911
MEPCE	gi|347800662|gn|RAD23B:5887| UV excision repair protein RAD23 homolog B isoform 2 [Homo sapiens]	3	0.3001481	0.2514727
EIF4A2	gi|348041379|gn|MOB1B:92597| MOB kinase activator 1B isoform 1 [Homo sapiens]	3	0.0001465	0.6568196
MEPCE	gi|348041379|gn|MOB1B:92597| MOB kinase activator 1B isoform 1 [Homo sapiens]	3	0.0000558	0.6790092
EIF4A2	gi|348041385|gn|MOB1B:92597| MOB kinase activator 1B isoform 3 [Homo sapiens]	3	0.0000055	0.7145142
MEPCE	gi|348041385|gn|MOB1B:92597| MOB kinase activator 1B isoform 3 [Homo sapiens]	3	0.0000011	0.7271889
EIF4A2	gi|349585158|gn|DLST:1743| dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial isoform 2 precursor [Homo sapiens]	3	0.0000000	0.7354661
MEPCE	gi|349585158|gn|DLST:1743| dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial isoform 2 precursor [Homo sapiens]	3	0.0000073	0.7126068
EIF4A2	gi|349732206|gn|PRPF4:9128| U4/U6 small nuclear ribonucleoprotein Prp4 isoform 2 [Homo sapiens]	3	0.0021838	0.5852523
MEPCE	gi|349732206|gn|PRPF4:9128| U4/U6 small nuclear ribonucleoprotein Prp4 isoform 2 [Homo sapiens]	3	0.3473958	0.1949978
EIF4A2	gi|349732256|gn|TXN:7295| thioredoxin isoform 2 [Homo sapiens]	3	0.0000423	0.6858843
MEPCE	gi|349732256|gn|TXN:7295| thioredoxin isoform 2 [Homo sapiens]	3	0.0010162	0.6099840
EIF4A2	gi|34996527|gn|RPS19BP1:91582| active regulator of SIRT1 [Homo sapiens]	3	0.0039240	0.5626233
MEPCE	gi|34996527|gn|RPS19BP1:91582| active regulator of SIRT1 [Homo sapiens]	3	0.6670131	0.0638469
EIF4A2	gi|350276247|gn|PPP1CC:5501| serine/threonine-protein phosphatase PP1-gamma catalytic subunit isoform 2 [Homo sapiens]	3	0.3203563	0.2435599
MEPCE	gi|350276247|gn|PPP1CC:5501| serine/threonine-protein phosphatase PP1-gamma catalytic subunit isoform 2 [Homo sapiens]	3	0.2788190	0.2616601
EIF4A2	gi|350529366|gn|PPP1R12A:4659| protein phosphatase 1 regulatory subunit 12A isoform c [Homo sapiens]	3	0.0000040	0.7173903
MEPCE	gi|350529366|gn|PPP1R12A:4659| protein phosphatase 1 regulatory subunit 12A isoform c [Homo sapiens]	3	0.0018219	0.5917834
EIF4A2	gi|351721296|gn|SET:6418| protein SET isoform 3 [Homo sapiens]	3	0.9998451	0.0000069
MEPCE	gi|351721296|gn|SET:6418| protein SET isoform 3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|354681995|gn|SPAG9:9043| C-Jun-amino-terminal kinase-interacting protein 4 isoform 4 [Homo sapiens]	3	0.0001949	0.6491722
MEPCE	gi|354681995|gn|SPAG9:9043| C-Jun-amino-terminal kinase-interacting protein 4 isoform 4 [Homo sapiens]	3	0.3326382	0.2321853
EIF4A2	gi|354725902|gn|RAB5B:5869| ras-related protein Rab-5B isoform 1 [Homo sapiens]	3	0.0000158	0.7032212
MEPCE	gi|354725902|gn|RAB5B:5869| ras-related protein Rab-5B isoform 1 [Homo sapiens]	3	0.0000292	0.6937847
EIF4A2	gi|355330276|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 1 [Homo sapiens]	3	0.0498574	0.4319251
MEPCE	gi|355330276|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 1 [Homo sapiens]	3	0.3936404	0.1646822
EIF4A2	gi|355330279|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 3 [Homo sapiens]	3	0.3143229	0.2463739
MEPCE	gi|355330279|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 3 [Homo sapiens]	3	0.9986984	0.0000742
EIF4A2	gi|355477275|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 2 [Homo sapiens]	3	0.0017985	0.5928097
MEPCE	gi|355477275|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 2 [Homo sapiens]	3	0.9999360	0.0000026
EIF4A2	gi|357933604|gn|ZNF638:27332| zinc finger protein 638 isoform 2 [Homo sapiens]	3	0.3857313	0.1694335
MEPCE	gi|357933604|gn|ZNF638:27332| zinc finger protein 638 isoform 2 [Homo sapiens]	3	0.4378146	0.1477236
EIF4A2	gi|358356402|gn|RPL15:6138| 60S ribosomal protein L15 isoform 1 [Homo sapiens]	3	0.6244542	0.0920151
MEPCE	gi|358356402|gn|RPL15:6138| 60S ribosomal protein L15 isoform 1 [Homo sapiens]	3	0.9964289	0.0001831
EIF4A2	gi|358438328|gn|ISYNA1:51477| inositol-3-phosphate synthase 1 isoform 4 [Homo sapiens]	3	0.0000500	0.6820145
MEPCE	gi|358438328|gn|ISYNA1:51477| inositol-3-phosphate synthase 1 isoform 4 [Homo sapiens]	3	0.0002206	0.6472552
EIF4A2	gi|359338991|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 7 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|359338991|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 7 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|365192532|gn|MYH10:4628| myosin-10 isoform 1 [Homo sapiens]	3	0.0000012	0.7262630
MEPCE	gi|365192532|gn|MYH10:4628| myosin-10 isoform 1 [Homo sapiens]	3	0.0000049	0.7157718
EIF4A2	gi|371121601|gn|NAA10:8260| N-alpha-acetyltransferase 10 isoform 2 [Homo sapiens]	3	0.0000796	0.6721602
MEPCE	gi|371121601|gn|NAA10:8260| N-alpha-acetyltransferase 10 isoform 2 [Homo sapiens]	3	0.0008758	0.6123221
EIF4A2	gi|371502112|gn|CSE1L:1434| exportin-2 isoform 2 [Homo sapiens]	3	0.0002575	0.6423702
MEPCE	gi|371502112|gn|CSE1L:1434| exportin-2 isoform 2 [Homo sapiens]	3	0.0000521	0.6807560
EIF4A2	gi|371940938|gn|ATP1A3:478| sodium/potassium-transporting ATPase subunit alpha-3 isoform 2 [Homo sapiens]	3	0.0000522	0.6805980
MEPCE	gi|371940938|gn|ATP1A3:478| sodium/potassium-transporting ATPase subunit alpha-3 isoform 2 [Homo sapiens]	3	0.0048573	0.5554563
EIF4A2	gi|372266180|gn|NARR:100861437| ras-related protein Rab-34, isoform NARR [Homo sapiens]	3	0.0000163	0.7026742
MEPCE	gi|372266180|gn|NARR:100861437| ras-related protein Rab-34, isoform NARR [Homo sapiens]	3	0.0756928	0.3982997
EIF4A2	gi|374671789|gn|SSBP1:6742| single-stranded DNA-binding protein, mitochondrial precursor [Homo sapiens]	3	0.0560179	0.4230743
MEPCE	gi|374671789|gn|SSBP1:6742| single-stranded DNA-binding protein, mitochondrial precursor [Homo sapiens]	3	0.9764712	0.0012791
EIF4A2	gi|374858040|gn|PRMT8:56341| protein arginine N-methyltransferase 8 isoform 2 [Homo sapiens]	3	0.0000096	0.7100235
MEPCE	gi|374858040|gn|PRMT8:56341| protein arginine N-methyltransferase 8 isoform 2 [Homo sapiens]	3	0.0000043	0.7166456
EIF4A2	gi|375151590|gn|RPL10:6134| 60S ribosomal protein L10 isoform b [Homo sapiens]	3	0.6180769	0.0952305
MEPCE	gi|375151590|gn|RPL10:6134| 60S ribosomal protein L10 isoform b [Homo sapiens]	3	0.9385251	0.0034439
EIF4A2	gi|375151597|gn|RPL10:6134| 60S ribosomal protein L10 isoform c [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|375151597|gn|RPL10:6134| 60S ribosomal protein L10 isoform c [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|375477430|gn|CCT4:10575| T-complex protein 1 subunit delta isoform b [Homo sapiens]	3	0.0000004	0.7310553
MEPCE	gi|375477430|gn|CCT4:10575| T-complex protein 1 subunit delta isoform b [Homo sapiens]	3	0.0000001	0.7337193
EIF4A2	gi|375493534|gn|CSNK2A1P:283106| casein kinase 2, alpha 1 polypeptide-like [Homo sapiens]	3	0.9971375	0.0001366
